Pond,Crop ID,Hectares,Stocking Date,Stocking,SD(psm),Sampling Date,DOC,Week,ABW,Weekly Inc,AWG(g),AWG 1,AWG 2,AWG 3,FCR,TCF,Weekly TCF(kg),BM,BM 1,ABW 1,BM 2,ABW 2,BM 3,ABW 3,Survival,Survival  Rate,status,spanningYear,cycle
F11,F1F11C12024.22,3.0,28-10-2024,534600,18,17-04-2025,171,24.4,34.82,0.53,1.43,1.68,-0.08,0.91,2.11,21209.0,500.0,10052.0,10629.35,36.8,11206.72,38.8,11784.08,40.8,288684.0,54%,HARVESTED,2024-2025,1.0
F11,F1F11C12025.24,3.0,04-10-2025,1047264,35,30-10-2025,26,3.7,3.04,2.02,0.82,0.72,0.09,0.29,0.61,1784.0,687.0,2929.0,4855.96,5.0,6782.92,7.0,8709.89,9.0,963482.88,92%,ACTIVE,2025-2026,1.0
F13,F1F13C22025.23,3.0,02-05-2025,899602,30,31-07-2025,90,12.9,13.28,2.04,1.03,1.33,1.42,1.88,1.5,11629.0,1629.0,7765.4,8934.84,15.3,10104.33,17.3,11273.81,19.3,584741.3,65%,HARVESTED,2024-2025,2.0
F13,F1F13C12024.22,3.0,28-10-2024,530880,18,17-04-2025,171,24.4,33.02,0.15,1.35,0.43,0.73,0.81,1.99,21935.0,475.0,11043.7,11712.59,35.0,12381.5,37.0,13050.41,39.0,334454.4,63%,HARVESTED,2024-2025,1.0
F13,F1F13C12025.24,3.0,15-10-2025,1048064,35,30-10-2025,15,2.1,0.45,0.19,0.21,0.22,0.29,0.0,1.78,796.0,330.0,448.1,2439.37,2.5,4430.69,4.5,0.0,6.5,995660.8,95%,ACTIVE,2025-2026,1.0
F14,F1F14C22025.23,3.0,02-05-2025,897264,30,24-07-2025,83,11.9,14.04,0.41,1.18,0.26,2.77,0.55,1.43,7579.0,872.0,5291.0,6044.69,16.0,6798.39,18.0,7552.1,20.0,376850.88,42%,HARVESTED,2024-2025,2.0
F14,F1F14C12025.24,3.0,15-10-2025,1048712,35,30-10-2025,15,2.1,0.45,0.19,0.21,0.26,0.0,0.0,1.79,796.0,330.0,443.6,2415.19,2.5,0.0,4.5,0.0,6.5,985789.28,94%,ACTIVE,2025-2026,1.0
F15,F1F15C22025.23,3.0,03-05-2025,899390,30,24-07-2025,82,11.7,14.47,1.42,1.24,2.13,2.91,0.98,1.32,10327.0,1416.0,7808.5,8887.77,16.5,9967.04,18.5,11046.3,20.5,539634.0,60%,HARVESTED,2024-2025,2.0
F15,F1F15C12024.22,3.0,29-10-2024,531840,18,10-04-2025,163,23.3,32.41,0.45,1.39,0.49,0.59,0.63,2.08,21505.0,675.0,10342.2,10980.37,34.4,11618.58,36.4,12256.78,38.4,319104.0,60%,HARVESTED,2024-2025,1.0
F15,F1F15C12025.24,3.0,15-10-2025,1048975,35,30-10-2025,15,2.1,0.45,0.19,0.21,0.26,0.0,0.0,1.76,796.0,330.0,453.2,2467.19,2.5,0.0,4.5,0.0,6.5,1007016.0,96%,ACTIVE,2025-2026,1.0
F16,F1F16C22025.23,3.0,03-05-2025,898110,30,24-07-2025,82,11.7,12.54,1.16,1.07,2.03,2.95,0.29,1.38,10878.0,1728.0,7883.6,9140.96,14.5,10398.32,16.5,11655.67,18.5,628677.0,70%,HARVESTED,2024-2025,2.0
F16,F1F16C12024.22,3.0,29-10-2024,531840,18,10-04-2025,163,23.3,32.1,0.6,1.38,0.52,0.72,0.74,2.17,21468.0,675.0,9901.8,10518.73,34.1,11135.67,36.1,11752.6,38.1,308467.2,58%,HARVESTED,2024-2025,1.0
F16,F1F13C12025.24,3.0,15-10-2025,1049996,35,30-10-2025,15,2.1,0.45,0.19,0.21,0.26,0.0,0.0,1.77,796.0,330.0,448.9,2443.86,2.5,0.0,4.5,0.0,6.5,997496.2,95%,ACTIVE,2025-2026,1.0
A8,F1A08C22025.24,1.0,13-05-2025,449420,45,30-07-2025,78,11.1,15.06,2.21,1.35,1.38,1.76,1.76,1.34,6617.0,1058.0,4940.8,5596.98,17.1,6253.14,19.1,6909.29,21.1,328076.6,73%,HARVESTED,2024-2025,2.0
A8,F1A08C12024.23,1.0,14-10-2024,451332,45,16-04-2025,184,26.3,36.3,1.11,1.38,0.38,0.73,0.37,1.83,23666.0,945.0,12942.9,13655.95,38.3,14369.06,40.3,15082.16,42.3,356552.28,79%,HARVESTED,2024-2025,1.0
A8,F1A08C12025.25,1.0,17-10-2025,648720,65,29-10-2025,12,1.7,0.3,0.09,0.18,0.36,0.0,0.0,2.39,433.0,198.0,181.0,1387.61,2.3,0.0,4.3,0.0,6.3,603309.6,93%,ACTIVE,2025-2026,1.0
A18,F1A18C22025.23,1.0,13-05-2025,449100,45,24-07-2025,72,10.3,15.46,2.13,1.50,2.36,2.17,1.84,1.09,5665.0,1005.0,5207.3,5880.96,17.5,6554.61,19.5,7228.26,21.5,336825.0,75%,HARVESTED,2024-2025,2.0
A18,F1A18C12024.22,1.0,16-10-2024,452412,45,24-04-2025,190,27.1,28.86,0.17,1.06,0.15,0.22,1.0,2.34,24792.0,0.0,10575.9,11308.76,30.9,12041.66,32.9,12774.57,34.9,366453.72,81%,HARVESTED,2024-2025,1.0
A18,F1A18C12025.24,1.0,17-10-2025,648712,65,30-10-2025,13,1.9,0.31,0.06,0.17,0.35,0.0,0.0,2.37,433.0,198.0,183.0,1363.66,2.3,0.0,4.3,0.0,6.3,590327.92,91%,ACTIVE,2025-2026,1.0
B6,F1B06C22025.24,1.0,13-05-2025,449904,45,30-07-2025,78,11.1,19.76,2.23,1.77,1.95,2.76,2.05,1.13,7050.0,1133.0,6223.1,6852.94,21.8,7482.8,23.8,8112.67,25.8,314932.8,70%,HARVESTED,2024-2025,2.0
B6,F1B06C12024.23,1.0,11-10-2024,450180,45,23-04-2025,194,27.7,33.87,0.2,1.22,0.39,0.38,0.52,2.03,23861.0,0.0,11740.6,12433.93,35.9,13127.2,37.9,13820.48,39.9,346638.6,77%,HARVESTED,2024-2025,1.0
B6,F1B06C12025.25,1.0,28-10-2025,648972,65,29-10-2025,1,0.1,0.042,0.0,0.29,0.0,0.0,0.0,2.18,56.0,56.0,27.0,0.0,2.0,0.0,4.0,0.0,6.0,642482.28,99%,ACTIVE,2025-2026,1.0
B13,F1B13C22025.23,1.0,13-05-2025,448625,45,24-07-2025,72,10.3,13.85,1.63,1.35,1.22,1.8,2.67,1.22,5603.0,964.0,4598.0,5261.93,15.8,5925.89,17.9,6589.85,19.9,331982.5,74%,HARVESTED,2024-2025,2.0
B13,F1B13C12024.22,1.0,12-10-2024,453132,45,24-04-2025,194,27.7,35.9,0.25,1.30,0.69,0.88,0.83,2.01,24526.0,0.0,12200.6,12880.28,37.9,13559.98,39.9,14239.67,41.9,339849.0,75%,HARVESTED,2024-2025,1.0
B13,F1B13C12025.24,1.0,28-10-2025,649224,65,28-10-2025,8,1.1,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649224.0,0%,ACTIVE,2025-2026,1.0
B17,F1B17C22025.23,1.0,13-05-2025,448880,45,24-07-2025,72,10.3,14.91,1.83,1.45,2.02,2.0,1.1,1.18,5743.0,971.0,4885.7,5541.1,16.9,6196.47,18.9,6851.83,20.9,327682.4,73%,HARVESTED,2024-2025,2.0
B17,F1B17C12024.22,1.0,13-10-2024,454348,45,10-04-2025,179,25.6,30.05,0.28,1.18,1.15,0.28,0.46,1.85,24060.0,1085.0,12970.5,13833.76,32.0,14697.02,34.0,15560.28,36.0,431630.6,95%,HARVESTED,2024-2025,1.0
B17,F1B17C12025.24,1.0,30-10-2025,649775,65,30-10-2025,7,1.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649775.0,0%,ACTIVE,2025-2026,1.0
B19,F1B19C22025.23,1.0,13-05-2025,449280,45,31-07-2025,79,11.3,18.43,2.12,1.63,2.22,2.06,2.47,1.22,7044.0,1169.0,5796.2,6425.15,20.4,7054.14,22.4,7683.14,24.4,314496.0,70%,HARVESTED,2024-2025,2.0
B19,F1B19C12024.22,1.0,14-10-2024,451360,45,01-05-2025,199,28.4,31.58,0.24,1.11,0.16,0.32,0.68,2.44,24299.0,0.0,9977.8,10609.66,33.6,11241.57,35.6,11873.47,37.6,315952.0,70%,HARVESTED,2024-2025,1.0
B19,F1B19C12025.24,1.0,30-10-2025,648539,65,30-10-2025,7,1.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648539.0,0%,ACTIVE,2025-2026,1.0
X1,F1X01C22025.23,0.4,20-05-2025,179500,45,30-07-2025,71,10.1,19.23,3.01,1.90,2.45,2.91,2.76,1.28,2614.0,423.0,2036.5,2248.36,21.2,2460.17,23.2,2671.98,25.2,105905.0,59%,HARVESTED,2024-2025,2.0
X1,F1X01C12024.22,0.4,22-11-2024,61080,15,12-03-2025,110,15.7,21.22,2.09,1.35,1.53,3.65,1.86,1.49,1603.0,154.0,1075.8,1177.17,23.2,1278.57,25.2,1379.96,27.2,50696.4,83%,HARVESTED,2024-2025,1.0
X2,F1X02C22025.23,0.4,20-05-2025,179500,45,30-07-2025,71,10.1,16.94,1.36,1.67,2.1,2.68,2.72,1.28,2446.0,339.0,1915.7,2141.83,18.9,2368.0,20.9,2594.17,22.9,113085.0,63%,HARVESTED,2024-2025,2.0
X2,F1X02C12024.22,0.4,22-11-2024,122160,31,05-03-2025,103,14.7,17.33,0.79,1.18,2.6,2.15,1.74,1.7,2441.0,339.0,1439.6,1605.72,19.3,1771.86,21.3,1937.99,23.3,83068.8,68%,HARVESTED,2024-2025,1.0
X3,F1X03C22025.23,0.4,20-05-2025,177140,44,30-07-2025,71,10.1,20.0,2.32,1.97,3.6,2.85,2.37,1.14,2592.0,407.0,2267.4,2494.13,22.0,2720.87,24.0,2947.61,26.0,113369.6,64%,HARVESTED,2024-2025,2.0
X3,F1X03C12024.22,0.4,22-11-2024,244320,61,05-03-2025,103,14.7,16.96,1.33,1.15,1.83,2.3,1.98,1.44,4785.0,667.0,3314.9,3705.84,19.0,4096.75,21.0,4487.67,23.0,195456.0,80%,HARVESTED,2024-2025,1.0
X4,F1X04C22025.23,0.4,20-05-2025,177140,44,30-07-2025,71,10.1,20.33,2.11,2.00,3.57,2.7,3.62,1.16,2342.0,314.0,2016.7,2215.1,22.3,2413.49,24.3,2611.89,26.3,99198.4,56%,HARVESTED,2024-2025,2.0
X4,F1X04C12024.22,0.4,22-11-2024,61080,15,23-04-2025,152,21.7,33.62,2.05,1.55,2.22,1.63,1.06,1.81,2832.0,0.0,1560.7,1653.51,35.6,1746.35,37.6,1839.19,39.6,46420.8,76%,HARVESTED,2024-2025,1.0
X4,F1X04C12025.24,0.5,30-10-2025,1952880,391,30-10-2025,7,1.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952880.0,0%,ACTIVE,2025-2026,1.0
X5,F1X05C22025.23,0.4,20-05-2025,179920,45,30-07-2025,71,10.1,16.9,2.48,1.67,1.69,2.11,2.01,1.32,2802.0,557.0,2128.4,2380.34,18.9,2632.23,20.9,2884.11,22.9,125944.0,70%,HARVESTED,2024-2025,2.0
X5,F1X05C12024.22,0.4,22-11-2024,122750,31,12-03-2025,110,15.7,19.38,2.39,1.23,1.68,1.58,2.46,1.57,2652.6,261.0,1689.0,1863.33,21.4,2037.63,23.4,2211.93,25.4,87152.5,71%,HARVESTED,2024-2025,1.0
X6,F1X06C22025.24,0.4,20-05-2025,179920,45,30-07-2025,71,10.1,18.4,3.12,1.81,2.38,1.94,2.13,1.21,2757.0,499.0,2284.3,2532.55,20.4,2780.84,22.4,3029.13,24.4,124144.8,69%,HARVESTED,2024-2025,2.0
X6,F1X06C12024.23,0.4,22-11-2024,240590,60,23-04-2025,152,21.7,25.76,1.45,1.19,1.15,1.23,1.24,1.7,8645.0,0.0,5082.0,5476.6,27.8,5871.17,29.8,6265.73,31.8,197283.8,82%,HARVESTED,2024-2025,1.0
X7,F1X07C22025.24,0.4,19-05-2025,178150,45,31-07-2025,73,10.4,18.27,2.87,1.75,1.9,2.11,2.51,1.3,2747.0,502.0,2115.6,2347.21,20.3,2578.81,22.3,2810.4,24.3,115797.5,65%,HARVESTED,2024-2025,2.0
X7,F1X07C12024.23,0.4,22-11-2024,63830,16,23-04-2025,152,21.7,33.59,2.8,1.55,1.36,1.49,1.09,1.81,2909.0,0.0,1608.0,1703.78,35.6,1799.53,37.6,1895.28,39.6,47872.5,75%,HARVESTED,2024-2025,1.0
X8,F1X08C22025.24,0.3,19-05-2025,134918,45,31-07-2025,73,10.4,19.65,2.68,1.88,2.87,2.56,2.61,1.26,2100.0,351.0,1670.2,1840.22,21.6,2010.21,23.6,2180.21,25.6,84998.34,63%,HARVESTED,2024-2025,2.0
X8,F1X08C12024.23,0.4,22-11-2024,83470,21,24-04-2025,153,21.9,33.33,2.44,1.52,1.04,1.69,1.14,1.94,3930.6,0.0,2030.9,2152.77,35.3,2274.63,37.3,2396.5,39.3,60933.1,73%,HARVESTED,2024-2025,1.0
X9,F1X09C22025.23,0.4,19-05-2025,178361,45,31-07-2025,73,10.4,19.71,2.8,1.89,2.88,2.13,3.22,1.24,2659.0,432.0,2144.4,2362.05,21.7,2579.65,23.7,2797.25,25.7,108800.21,61%,HARVESTED,2024-2025,2.0
X9,F1X09C12024.22,0.4,22-11-2024,244552,61,24-04-2025,153,21.9,24.77,1.89,1.13,1.07,0.88,1.34,1.93,8190.6,0.0,4240.3,4582.66,26.8,4925.04,28.8,5267.41,30.8,171186.4,70%,HARVESTED,2024-2025,1.0
X10,F1X10C22025.24,0.4,19-05-2025,178361,45,31-07-2025,73,10.4,18.74,1.91,1.80,3.04,1.98,2.78,1.27,2724.0,462.0,2139.2,2367.49,20.7,2595.79,22.7,2824.1,24.7,114151.04,64%,HARVESTED,2024-2025,2.0
X10,F1X10C12024.23,0.4,23-11-2024,63323,16,17-04-2025,145,20.7,30.44,1.97,1.47,1.31,1.12,1.26,2.15,2988.0,375.0,1387.8,1479.03,32.4,1570.21,34.4,1661.4,36.4,45592.56,72%,HARVESTED,2024-2025,1.0
X11,F1X11C22025.23,0.4,19-05-2025,180416,45,31-07-2025,73,10.4,16.75,3.02,1.61,1.45,2.18,1.71,1.33,2763.0,522.0,2085.2,2334.13,18.8,2583.11,20.8,2832.08,22.8,124487.04,69%,HARVESTED,2024-2025,2.0
X11,F1X11C12024.22,0.4,23-11-2024,121775,30,20-03-2025,117,16.7,22.9,3.07,1.37,1.4,1.12,2.68,2.03,3566.0,264.0,1756.8,1910.29,24.9,2063.72,26.9,2217.16,28.9,76718.25,63%,HARVESTED,2024-2025,1.0
X11,F1X11C12025.24,0.5,30-10-2025,1963741,393,30-10-2025,7,1.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963741.0,0%,ACTIVE,2025-2026,1.0
X12,F1X12C22025.23,0.4,19-05-2025,180416,45,31-07-2025,73,10.4,18.27,3.32,1.75,1.84,2.65,1.9,1.24,2728.0,485.0,2208.4,2450.21,20.3,2691.96,22.3,2933.72,24.3,120878.72,67%,HARVESTED,2024-2025,2.0
X12,F1X12C12024.22,0.4,23-11-2024,243550,61,24-04-2025,152,21.7,25.04,0.65,1.15,1.25,0.92,1.09,1.96,8242.0,99.0,4208.0,4544.06,27.0,4880.16,29.0,5216.26,31.0,168049.5,69%,HARVESTED,2024-2025,1.0
X13,F1X13C22025.23,0.4,19-05-2025,178332,45,07-08-2025,80,11.4,21.56,2.42,1.89,2.79,3.16,1.14,1.25,3179.0,473.0,2537.6,2772.99,23.6,3008.39,25.6,3243.78,27.6,117699.12,66%,HARVESTED,2024-2025,2.0
X13,F1X13C12024.22,0.4,23-11-2024,63323,16,13-03-2025,110,15.7,21.05,1.87,1.34,0.61,2.9,1.57,1.66,1704.0,176.0,1026.4,1123.89,23.1,1221.4,25.1,1318.92,27.1,48758.71,77%,HARVESTED,2024-2025,1.0
X14,F1X14C22025.23,0.4,19-05-2025,178332,45,07-08-2025,80,11.4,20.56,2.36,1.80,2.85,2.1,2.56,1.28,3006.0,369.0,2346.6,2574.82,22.6,2803.09,24.6,3031.35,26.6,114132.48,64%,HARVESTED,2024-2025,2.0
X14,F1X01C12024.22,0.4,23-11-2024,121775,30,13-03-2025,110,15.7,21.13,1.82,1.34,1.56,1.97,2.91,1.48,2674.0,265.0,1801.2,1971.66,23.1,2142.14,25.1,2312.63,27.1,85242.5,70%,HARVESTED,2024-2025,1.0
A4,F1A04C22025.23,1.0,18-05-2025,447560,45,30-07-2025,73,10.4,18.25,2.2,1.75,2.07,2.53,1.63,1.16,6458.0,1107.0,5554.2,6162.9,20.3,6771.58,22.3,7380.26,24.3,304340.8,68%,HARVESTED,2024-2025,2.0
A4,F1A04C12024.22,1.0,15-10-2024,453816,45,30-04-2025,197,28.1,34.85,0.27,1.24,0.47,0.82,0.75,2.93,25500.0,0.0,8698.5,9197.72,36.9,9696.92,38.9,10196.11,40.9,249598.8,55%,HARVESTED,2024-2025,1.0
A4,F1A04C12025.24,1.0,17-10-2025,648354,65,29-10-2025,12,1.7,0.3,0.09,0.18,0.36,0.0,0.0,2.42,433.0,198.0,178.9,1371.92,2.3,0.0,4.3,0.0,6.3,596485.68,92%,ACTIVE,2025-2026,1.0
A5,F1A05C22025.23,1.0,18-05-2025,449422,45,30-07-2025,73,10.4,15.8,1.62,1.52,1.71,2.41,2.05,1.21,6202.0,1058.0,5112.6,5759.79,17.8,6406.96,19.8,7054.12,21.8,323583.84,72%,HARVESTED,2024-2025,2.0
A5,F1A05C12024.22,1.0,15-10-2024,453816,45,23-04-2025,190,27.1,32.54,0.3,1.20,0.42,0.29,0.91,2.14,23672.0,1165.0,11075.4,11756.1,34.5,12436.83,36.5,13117.55,38.5,340362.0,75%,HARVESTED,2024-2025,1.0
A5,F1A05C12025.24,1.0,17-10-2025,648354,65,29-10-2025,12,1.7,0.3,0.09,0.18,0.36,0.0,0.0,2.39,433.0,198.0,180.9,1386.83,2.3,0.0,4.3,0.0,6.3,602969.22,93%,ACTIVE,2025-2026,1.0
A6,F1A06C22025.24,1.0,18-05-2025,449613,45,30-07-2025,73,10.4,14.93,1.05,1.43,2.04,1.84,2.36,1.27,6204.0,1079.0,4900.3,5556.72,16.9,6213.16,18.9,6869.59,20.9,328217.49,73%,HARVESTED,2024-2025,2.0
A6,F1A06C12024.23,1.0,15-10-2024,453816,45,30-04-2025,197,28.1,31.14,0.23,1.11,0.32,0.22,0.37,2.23,24630.0,0.0,11022.8,11730.78,33.1,12438.74,35.1,13146.69,37.1,353976.48,78%,HARVESTED,2024-2025,1.0
A6,F1A06C12025.25,1.0,17-10-2025,648921,65,29-10-2025,12,1.7,0.3,0.09,0.18,0.36,0.0,0.0,2.39,433.0,198.0,181.1,1388.04,2.3,0.0,4.3,0.0,6.3,603496.53,93%,ACTIVE,2025-2026,1.0
A7,F1A07C22025.24,1.0,19-05-2025,447610,45,30-07-2025,72,10.3,16.63,2.06,1.62,2.07,2.14,2.49,1.15,6086.0,1058.0,5285.1,5920.68,18.6,6556.28,20.6,7191.89,22.6,317803.1,71%,HARVESTED,2024-2025,2.0
A7,F1A07C12024.23,1.0,15-10-2024,453816,45,06-11-2024,22,3.1,1.3,0.6,0.41,0.4,0.01,0.0,1.08,593.0,236.0,548.7,1392.76,3.3,2236.86,5.3,0.0,7.3,422048.88,93%,HARVESTED,2024-2025,1.0
A7,F1A07C12025.25,1.0,17-10-2025,648720,65,29-10-2025,12,1.7,0.3,0.09,0.18,0.36,0.0,0.0,2.39,433.0,198.0,181.0,1387.61,2.3,0.0,4.3,0.0,6.3,603309.6,93%,ACTIVE,2025-2026,1.0
A13,F1A13C22025.23,1.0,18-05-2025,449000,45,31-07-2025,74,10.6,15.95,1.08,1.51,2.05,2.1,2.52,1.23,6263.0,1072.0,5084.7,5722.28,17.9,6359.86,19.9,6997.44,21.9,318790.0,71%,HARVESTED,2024-2025,2.0
A13,F1A13C12024.22,1.0,15-10-2024,453600,45,24-04-2025,191,27.3,30.46,0.16,1.12,0.19,0.42,0.37,2.17,25171.0,0.0,11606.0,12368.04,32.5,13130.09,34.5,13892.13,36.5,381024.0,84%,HARVESTED,2024-2025,1.0
A13,F1A13C12025.24,1.0,17-10-2025,646116,65,30-10-2025,13,1.9,0.31,0.06,0.17,0.35,0.0,0.0,2.3,433.0,198.0,188.3,1402.98,2.3,0.0,4.3,0.0,6.3,607349.04,94%,ACTIVE,2025-2026,1.0
A17,F1A17C22025.23,1.0,18-05-2025,447795,45,24-07-2025,67,9.6,15.52,2.1,1.62,2.21,2.12,1.92,1.06,5233.0,957.0,4934.3,5570.21,17.5,6206.08,19.5,6841.95,21.5,317934.45,71%,HARVESTED,2024-2025,2.0
A17,F1A17C12024.22,1.0,16-10-2024,452986,45,08-05-2025,204,29.1,30.9,0.24,1.06,0.21,0.16,0.19,4.9,24686.0,0.0,5039.0,5365.17,32.9,5691.32,34.9,6017.47,36.9,163074.96,36%,HARVESTED,2024-2025,1.0
A17,F1A17C12025.24,1.0,17-10-2025,647330,65,30-10-2025,13,1.9,0.31,0.06,0.17,0.35,0.0,0.0,2.3,433.0,198.0,188.6,1405.61,2.3,0.0,4.3,0.0,6.3,608490.2,94%,ACTIVE,2025-2026,1.0
B4,F1B04C22025.23,1.0,18-05-2025,450866,45,30-07-2025,73,10.4,18.62,2.44,1.79,2.24,2.83,1.99,1.1,6394.0,1096.0,5792.6,6414.84,20.6,7037.03,22.6,7659.23,24.6,311097.54,69%,HARVESTED,2024-2025,2.0
B4,F1B04C12024.22,1.0,11-10-2024,453114,45,23-04-2025,194,27.7,30.27,0.17,1.09,0.16,0.28,1.25,2.37,27675.0,0.0,11658.4,12428.69,32.3,13198.99,34.3,13969.28,36.3,385146.9,85%,HARVESTED,2024-2025,1.0
B4,F1B04C12025.24,1.0,28-10-2025,649740,65,29-10-2025,1,0.1,0.042,0.0,0.29,0.0,0.0,0.0,2.18,56.0,56.0,27.0,0.0,2.0,0.0,4.0,0.0,6.0,643242.6,99%,ACTIVE,2025-2026,1.0
B5,F1B05C22025.23,1.0,18-05-2025,449590,45,06-08-2025,80,11.4,14.57,1.21,1.27,1.03,1.07,1.84,1.68,7491.0,1168.0,4454.4,5065.8,16.6,5677.24,18.6,6288.69,20.6,305721.2,68%,HARVESTED,2024-2025,2.0
B5,F1B05C12024.22,1.0,11-10-2024,451236,45,23-04-2025,194,27.7,32.46,0.26,1.17,0.24,0.34,1.05,2.04,25454.0,0.0,12450.0,13217.15,34.5,13984.25,36.5,14751.35,38.5,383550.6,85%,HARVESTED,2024-2025,1.0
B5,F1B05C12025.24,1.0,28-10-2025,649236,65,29-10-2025,1,0.1,0.042,0.0,0.29,0.0,0.0,0.0,2.18,56.0,56.0,27.0,0.0,2.0,0.0,4.0,0.0,6.0,642743.64,99%,ACTIVE,2025-2026,1.0
D15,F1D15C32025.24,1.5,25-05-2025,808410,54,17-07-2025,53,7.6,11.35,2.2,1.50,1.6,2.74,0.88,0.99,5536.0,1148.0,5597.0,6583.29,13.3,7569.55,15.3,8555.81,17.4,493130.1,61%,HARVESTED,2024-2025,3.0
D15,F1D15C12024.22,1.5,28-09-2024,632480,42,09-01-2025,103,14.7,22.06,1.7,1.50,2.25,0.35,2.21,1.34,13306.0,1330.0,9906.3,10804.4,24.1,11702.52,26.1,12600.64,28.1,449060.8,71%,HARVESTED,2024-2025,1.0
D15,F1D15C12025.25,1.4375,03-10-2025,785172,55,30-10-2025,27,3.9,4.25,0.71,1.10,3.23,0.1,0.29,0.47,1398.0,542.0,2969.9,4367.52,6.3,5765.12,8.3,7162.73,10.3,698803.08,89%,ACTIVE,2025-2026,1.0
D15,F1D15C22025.23,1.5,18-02-2025,629946,42,15-05-2025,86,12.3,19.75,2.12,1.61,2.0,2.35,2.23,1.39,10356.0,1348.0,7464.9,8220.8,21.8,8976.73,23.8,9732.67,25.8,377967.6,60%,HARVESTED,2024-2025,2.0
I5,F2I05C12024.22,6.0,24-11-2024,1082886,18,14-05-2025,171,24.4,27.74,0.35,1.14,0.57,1.4,0.03,2.14,41052.0,0.0,19225.1,20611.21,29.7,21997.31,31.7,23383.4,33.7,693047.04,64%,HARVESTED,2024-2025,1.0
I5,F2I05C12025.23,6.0,07-09-2025,1196670,20,29-10-2025,52,7.4,8.09,0.3,1.09,1.45,1.14,1.99,0.81,6370.0,1347.0,7841.7,9780.27,10.1,11718.87,12.1,13657.48,14.1,969302.7,81%,ACTIVE,2025-2026,1.0
I7,F2I07C12024.22,6.0,24-11-2024,1084288,18,07-05-2025,164,23.4,27.61,0.83,1.18,0.2,1.37,1.08,2.22,40550.0,0.0,18261.7,19584.52,29.6,20907.35,31.6,22230.18,33.6,661415.68,61%,HARVESTED,2024-2025,1.0
I7,F2I07C12025.23,6.0,07-09-2025,1198748,20,30-10-2025,53,7.6,9.95,0.03,1.31,3.44,1.39,1.98,0.7,7137.0,1499.0,10138.4,12176.28,11.9,14214.15,13.9,16252.02,15.9,1018935.8,85%,ACTIVE,2025-2026,1.0
I1,F2I01C12024.22,6.0,25-11-2024,1081920,18,12-03-2025,107,15.3,20.85,2.7,1.36,0.25,2.14,1.7,1.5,27681.0,2904.0,18497.6,20271.94,22.9,22046.29,24.9,23820.64,26.9,887174.4,82%,HARVESTED,2024-2025,1.0
I1,F2I01C12025.23,6.0,07-09-2025,1200397,20,29-10-2025,52,7.4,11.96,0.67,1.61,4.15,1.29,2.46,0.62,7266.0,1671.0,11772.5,13741.18,14.0,15709.83,16.0,17678.48,18.0,984325.54,82%,ACTIVE,2025-2026,1.0
I2,F2I02C12024.22,6.0,28-11-2024,1083798,18,14-05-2025,167,23.9,28.39,0.36,1.19,0.95,0.19,0.28,3.85,40300.0,0.0,10461.5,11198.45,30.4,11935.44,32.4,12672.42,34.4,368491.32,34%,HARVESTED,2024-2025,1.0
I2,F2I02C12025.23,6.0,07-09-2025,1196356,20,29-10-2025,52,7.4,12.03,1.29,1.62,2.83,2.41,2.38,0.57,6863.0,1379.0,12089.4,14099.3,14.0,16109.18,16.0,18119.05,18.0,1004939.04,84%,ACTIVE,2025-2026,1.0
I3,F2I03C12024.22,6.0,25-11-2024,1083312,18,30-04-2025,156,22.3,27.61,1.17,1.24,0.3,0.31,0.48,2.46,41126.0,0.0,16749.7,17963.05,29.6,19176.36,31.6,20389.67,33.6,606654.72,56%,HARVESTED,2024-2025,1.0
I3,F2I03C12025.23,6.0,07-09-2025,1197540,20,29-10-2025,52,7.4,11.52,0.3,1.55,3.93,1.66,1.92,0.56,6240.0,1141.0,11174.5,13114.5,13.5,15054.52,15.5,16994.53,17.5,970007.4,81%,ACTIVE,2025-2026,1.0
I4,F2I04C12024.22,6.0,25-11-2024,1089383,18,02-04-2025,128,18.3,23.71,1.24,1.30,2.24,2.21,0.89,1.71,37109.0,2758.0,21696.6,23526.75,25.7,25356.92,27.7,27187.08,29.7,915081.72,84%,HARVESTED,2024-2025,1.0
I4,F2I04C12025.23,6.0,07-09-2025,1197458,20,29-10-2025,52,7.4,12.0,1.26,1.62,2.3,1.75,2.79,0.52,6080.0,1042.0,11639.3,13579.17,14.0,15519.05,16.0,17458.94,18.0,969940.98,81%,ACTIVE,2025-2026,1.0
I6,F2I06C12024.22,6.0,25-11-2024,1084688,18,16-04-2025,142,20.3,24.07,0.27,1.19,0.74,1.33,1.97,3.44,37687.0,1259.0,10965.5,11876.68,26.1,12787.82,28.1,13698.95,30.1,455568.96,42%,HARVESTED,2024-2025,1.0
